title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
"Yondemasu yo, Azazel-san 2","La historia tiene por protagonista al detective Akutabe, su asistente Rinko Sakuma y varios demonios magicos que Akutabe utiliza para resolver los casos de sus clientes. Al convocar a un demonio, el invocador debe proporcionar un digno sacrificio, que es de real importancia para ellos. La asistente usa los libros magicos del detective para poder controlarlos y cuando son invocados al mundo humano dentro de una barrera de protección, éstos adoptan la forma de criaturas cariñosas. El demonio principal de esta historia comica y el cual es duramente usado por los invocadores, trata nada mas ni menos que de Azazel Atsushi.",2013,Anime,4.1,107,Finalizado,271,13,"Comedia,Demonios,Sobrenatural,",https://www3.animeflv.net/anime/yondemasu-yo-azazel-san-2,https://www3.animeflv.net/uploads/animes/covers/1000.jpg
Date A Live,"Itsuka Shidou es un estudiante de instituto que, durante las vacaciones, vive en primera persona un suceso sin igual. Ante él aparece una chica con armadura, que destruye la ciudad que tiene delante. La chica responde ante el nombre de Tooka, y según la hermana de Shidou, es un espíritu (?seirei?, &#31934;&#38666;), los cuales causaron un terremoto espacio-temporal 30 años atrás. La hermana de Shidou revela que su verdadera identidad es la de la líder de la organización Ratatosk y le cuenta a Shidou que la única manera que tienen de salvar el mundo es hacer que Tooka se acabe enamorando de él y tengan una cita.",2013,Anime,4.7,2007,Finalizado,26698,13,"Ciencia Ficción,Comedia,Escolares,Harem,Mecha,Romance,",https://www3.animeflv.net/anime/date-a-live,https://www3.animeflv.net/uploads/animes/covers/977.jpg
Zettai Boei Leviathan,"La historia se desarrolla en Aquafall, un mundo de fantasía repleto de agua y vegetación que está habitado por hadas y dragones. Un día, unas terribles criaturas caen del cielo en unos meteoritos y entonces, el hada Syrup y las dragonas Leviathan, Bahamut y Jörmungandr, tendrán que trabajar juntas para luchar contra los enemigos y proteger Aquafall.",2013,Anime,4.1,75,Finalizado,980,13,"Comedia,Fantasía,Magia,",https://www3.animeflv.net/anime/zettai-boei-leviathan,https://www3.animeflv.net/uploads/animes/covers/995.jpg
Haitai Nanafa S2,"Nanafa vive en Okinawa con su abuela, la cual tiene una tienda de soba llamada “Kame Soba”, su preciosa hermana mayor Nao que va al instituto y su hermana menor Kokona, que va a primaria y tiene la habilidad de sentir todo aspecto sobrenatural. Un día Nanafa ve como se rompe un sello que hay en un árbol chino de la zona, y de él surgen tres espíritus. Los espíritus son Niina y Raana, que son lo que se llaman “jimunaa” y Iina, la encarnación de un clásico león estatua de Okinawa. Los espíritus comienzan a aparecer cada dos por tres en la vida de Nanafa, haciendo que sus tranquilos días cambien para siempre.",2013,Anime,3.1,21,Finalizado,62,1,"Comedia,Sobrenatural,",https://www3.animeflv.net/anime/haitai-nanafa-s2,https://www3.animeflv.net/uploads/animes/covers/1100.jpg
Pretty Rhythm: Rainbow Live,"La serie estará protagonizada por Naru Ayase, una chica de secundaria con mucha imaginación cuyo sueño es conseguir abrir una tienda de moda similar a Dear Crown. Un día, descubre que una nueva tienda está buscando a una chica de secundaria para dirigirla, y lo único que le piden es que se le dé bien el Prism Dance. No tardara en inscribirse, pero en las entrevistas se encontrará con una misteriosa rival llamada Rinne.",2013,Anime,4.3,70,Finalizado,326,51,"Deportes,Música,Recuentos de la vida,Shoujo,",https://www3.animeflv.net/anime/pretty-rhythm-rainbow-live,https://www3.animeflv.net/uploads/animes/covers/1093.jpg
Photo Kano,La historia gira alrededor de un chico que acaba de conseguir una cámara y como comienza a desarrollar la fotografía como su nuevo hobby.,2013,Anime,4.4,246,Finalizado,3727,13,"Ecchi,Escolares,Romance,",https://www3.animeflv.net/anime/photo-kano,https://www3.animeflv.net/uploads/animes/covers/987.jpg
Yahari Ore no Seishun Love Come wa Machigatteiru,"La comedia romántica gira en torno a un estudiante de instituto bastante antisocial llamado Hachiman Hikigaya y que tiene una distorsionada visión de la vida, aparte de no tener amigos ni mucho menos novia. Cuando ve a sus compañeros de clase hablando alegremente de sus vidas adolescentes, él murmura que son todos una panda de mentirosos. Cuando le preguntan por sus sueños para el futuro, su respuesta es: ?no trabajar?. Un profesor sin embargo consigue enrrolar a Hachiman en el club de voluntariado, al que resulta que está también apuntada la chica más guapa del instituto, Yukino Yukinoshita.",2013,Anime,4.7,2646,Finalizado,21517,13,"Comedia,Drama,Escolares,Romance,",https://www3.animeflv.net/anime/yahari-ore-no-seishun-love-come-wa-machigatteiru,https://www3.animeflv.net/uploads/animes/covers/989.jpg
Aku no Hana,"Kasuga Takao es un chico que ama leer libros, en especial Les Fleurs du mal, de Charles Baudelaire. Saeki Nanao, una estudiante que asiste a su misma escuela, es la chica de la cual Kasuga esta enamorado, pero él solo la admira desde la distancia. Un día, olvida su libro en su clase y vuelve por él. Allí encuentra además de su preciado libro, el uniforme de gimnasia de Saeki y lo roba en un arrebato de locura. Al día siguiente, Saeki, quien se sienta detrás de el, lo amenaza con revelar que ella lo vio robarse la ropa.",2013,Anime,4.4,366,Finalizado,2221,13,"Drama,Escolares,Psicológico,Romance,",https://www3.animeflv.net/anime/aku-no-hana,https://www3.animeflv.net/uploads/animes/covers/992.jpg
Devil Survivor 2 The Animation,"Basado en el juego de Atlus, la historia nos sitúa en Japón, que está siendo invadido por extrañas criaturas conocidas como Septentriones, que acabarán con el mundo en 7 días. Mientras tanto, 13 humanos elegidos deberán formar contratos con demonios para poder salvar a la Tierra de estos invasores del espacio.",2013,Anime,4.7,214,Finalizado,2779,13,"Acción,Demonios,Sobrenatural,",https://www3.animeflv.net/anime/devil-survivor-2-the-animation,https://www3.animeflv.net/uploads/animes/covers/988.jpg
Dansai Bunri no Crime Edge,"Haimura Kiri es un chico aparentemente normal con un pequeño problema: él está obsesionado con cortar el cabello de otras personas. Un día conoce a Mushiyanokouji Iwai, la ""reina de pelo"", que no puede cortarse el cabello a causa de una maldición hereditaria. Kiri descubre que su tijera ""Dansai Bunri no Crime Edge"" es lo único que lo puede cortar. Peroluego descubre que su encuentro provocó el comienzo de un antiguo juego de asesinato para matar a la ""Reina del pelo"" utilizando las herramientas malditas de matanza, los ""Bienes de Asesinato"" ¿Puede proteger Kiri a Iwai de los propietarios de bienes de asesinato? ¡Que comience el juego!",2013,Anime,4.6,192,Finalizado,2330,13,"Acción,Fantasía,Romance,Seinen,",https://www3.animeflv.net/anime/dansai-bunri-no-crime-edge,https://www3.animeflv.net/uploads/animes/covers/982.jpg
Hataraku Maou-sama!,"El rey demonio llamado Sadao está a un paso de conquistar su mundo alternativo cuando se transporta al Tokyo de nuestro mundo. Él termina trabajando a tiempo parcial en un restaurante de comida rápida a fin de mes. Con el fin de conquistar Japón, tiene que dar el primer paso y pasar de un empleado temporal a un empleado completo. Mientras tanto, la heroína Emilia llegó a Japón también, en persecución de Sadao.",2013,Anime,4.7,2482,Finalizado,21566,13,"Comedia,Demonios,Fantasía,Romance,Shounen,",https://www3.animeflv.net/anime/hataraku-maou-sama,https://www3.animeflv.net/uploads/animes/covers/986.jpg
Karneval (TV),"Nai busca a alguien importante para él, Karoku, teniendo solo un brazalete como pista. Un día Gareki, un ladrón, se topa con él dentro de una mansión a la cual estaba asaltando y donde Nai estaba como prisionero. Así, Gareki decide escapar con Nai, siendo perseguidos como criminales por la seguridad nacional. Ahora sin muchas posibilidades de vivir ambos se encuentran con la más famosa y poderosa organización de defensa de todo el país llamada ""circus"".",2013,Anime,4.7,283,Finalizado,2572,13,"Acción,Ciencia Ficción,Fantasía,Josei,Misterio,",https://www3.animeflv.net/anime/karneval-tv,https://www3.animeflv.net/uploads/animes/covers/983.jpg
RDG Red Data Girl,"La historia gira en torno a Izumiko Suzuhara, una chica criada dentro de los límites del Templo Tamakura, uno de los templos de Kumano que son considerados patrimonio de la humanidad. Aunque Izumiko ha pasado hasta secundaria casi toda su vida en el templo, ella y su amiga de la infancia Miyuki deciden que se unirán al Instituto Houjou de Tokio. En un viaje escolar a Tokio un misterioso ser conocido como Himegami aparece y ocurre un terrible accidente. Resulta que la familia de Izumiko oculta un gran secreto que la muchacha está a punto de descubrir.",2013,Anime,4.6,131,Finalizado,1076,12,"Fantasía,Magia,",https://www3.animeflv.net/anime/rdg-red-data-girl,https://www3.animeflv.net/uploads/animes/covers/950.jpg
Danball Senki Wars,"En el año 2050, una nueva manía barre el mundo como una tormenta. LBX ? Little Battles eXperience. Coleccionar modelos de robot puede ser solo una mera afición, pero LBX ha cambiado esto. ¡Ahora, estos robots luchan el uno al otro en una competición para determinar quién es el más fuerte!",2013,Anime,3.7,45,Finalizado,311,37,"Acción,Infantil,Mecha,",https://www3.animeflv.net/anime/danball-senki-wars,https://www3.animeflv.net/uploads/animes/covers/998.jpg
Dragon Ball Z: Battle of Gods,"La historia se sitúa varios años después de la batalla con Majin Buu. Bills, el Dios de la destrucción que mantenía el equilibrio del universo, se ha despertado de un largo sueño. Al escuchar rumores sobre un saiyajin que ha vencido a Freezer, Bills parte a la búsqueda de Goku. Emocionado por el hecho de que haya aparecido un oponente tan poderoso tras tanto tiempo, Goku ignora las advertencias de Kaito y decide enfrentarse a él.",2013,Película,4.2,282,Finalizado,1678,1,"Acción,Artes Marciales,Aventuras,Fantasía,Shounen,Superpoderes,",https://www3.animeflv.net/anime/dragon-ball-z-battle-of-gods,https://www3.animeflv.net/uploads/animes/covers/1123.jpg
Queen's Blade: Vanquished Specials,,2013,OVA,4.2,36,Finalizado,670,4,"Ecchi,",https://www3.animeflv.net/anime/queens-blade-vanquished-specials,https://www3.animeflv.net/uploads/animes/covers/2222.jpg
Queen's Blade: Vanquished,"Las OVAS Queen's Blade Vanquished representaran nuevas historias acerca de las derrotas de varios personajes de Queen's Blade, independientemente de la terminación de la tercera temporada de la televisión y otras historias secundarias.",2013,OVA,4.3,42,Finalizado,679,4,"Acción,Aventuras,Ecchi,Fantasía,",https://www3.animeflv.net/anime/queens-blade-vanquished,https://www3.animeflv.net/uploads/animes/covers/1040.jpg
"Dakara Boku wa, H ga Dekinai Ova",,2013,OVA,4.5,199,Finalizado,2273,1,"Comedia,Ecchi,Romance,",https://www3.animeflv.net/anime/dakara-boku-wa-h-ga-dekinai-ova,https://www3.animeflv.net/uploads/animes/covers/2221.jpg
Vassalord,"Charley es un cazador de vampiros cibernético quien trabaja para el Vaticano, mientras que su maestro Johnny Rayflo (que también es un vampiro) disfruta de la buena vida al puro estilo ""playboy"". Charley (conocido también como ""Cherry"" o ""Chris"") siempre intenta controlar sus impulsos de beber sangre de los humanos por lo que siempre bebe de su maestro. A Rayflo le gusta molestar a cherry insinuándosele y haciéndole pasar por situaciones un poco embarazosas pero a pesar de todo Rayflo siente un gran cariño por Cherry y ese sentimiento parece ser correspondido..",2013,OVA,4.2,237,Finalizado,1551,1,"Acción,Comedia,Fantasía,Misterio,Sobrenatural,Vampiros,Yaoi,",https://www3.animeflv.net/anime/vassalord,https://www3.animeflv.net/uploads/animes/covers/991.jpg
Cyclops Shoujo Saipu,"Cuando Fuuka se encuentra en su segundo año de la escuela media, la pubertad llama a su puerta aportando a su cuerpo de gran altura y un generoso busto. Debido a su peinado que solo le revela un de sus dos ojo, sus compañeros la llaman ""Saipu"", abreviatura de cíclope. Fuka siente un gran afecto por su hermano mayor, desde pequeña tenía decidido que quería casarse con él. Ahora todo ha cambiado, ambos han crecido y han dejado su infancia y recuerdos de cuando eran pequeños. Ella ha decidido que es lo suficientemente adulta para seguir adelante y olvidarse de con sus promesas infantiles. ",2013,Anime,4.5,263,Finalizado,3612,12,"Comedia,Ecchi,Escolares,Recuentos de la vida,",https://www3.animeflv.net/anime/cyclops-shoujo-saipu,https://www3.animeflv.net/uploads/animes/covers/957.jpg
Hanasaku Iroha: Home Sweet Home," Ohana se ha acostumbrado a vivir en la posada de aguas termales que dirige su abuela, el Kissuisou. Un día, la hija del hotel rival, Yuina, llega al Kissuisou para entrenarse y así convertirse en gerente por sus propios medios. Como Ohana vigila su entrenamiento, se encuentra “cierto objeto” en el almacén mientras limpia.",2013,Película,4.5,106,Finalizado,546,1,"Comedia,Drama,Recuentos de la vida,",https://www3.animeflv.net/anime/hanasaku-iroha-home-sweet-home,https://www3.animeflv.net/uploads/animes/covers/1176.jpg
Ryo,"Ryo se sitúa en el año 2 de Kei&#333; (1866), una época donde Japón estaba en agitación por las diferentes corrientes ideológicas, entre ellas las que piden el derrocamiento del shogunato Tokugawa. Un joven llamado Ryo se enfrentará con el espadachín histórico real Toshiz&#333; Hijikata en la cubierta del buque insignia Kaiy&#333; del gobierno Gory&#333;kaku.",2013,OVA,4.3,25,Finalizado,274,1,"Acción,Drama,Historico,Samurai,",https://www3.animeflv.net/anime/ryo,https://www3.animeflv.net/uploads/animes/covers/1039.jpg
Death Billiards,"Death Billiards es una de las cuatro obras de anime que cada uno recibió 38 millones de yenes de la Agencia del gobierno japonés de Asuntos Culturales, y se distribuyen la mayor parte de esos fondos para estudios que capacitan a jóvenes animadores en el puesto de trabajo.",2013,OVA,4.8,351,Finalizado,2888,1,"Drama,Juegos,Misterio,Psicológico,Suspenso,",https://www3.animeflv.net/anime/death-billiards,https://www3.animeflv.net/uploads/animes/covers/990.jpg
Arve Rezzle: Kikaijikake no Yoseitachi,"Aruvu Rezuru nos traslada al año 2022, en el que la humanidad continua su camino acelerado hacia la singularidad tecnológica (el punto en el que la tecnología supera la capacidad humana). Gracias a los avances en el campo de la tecnología del nano-ensamblaje y las interfaces hombre-máquina, se ponen a la venta las llamadas ?Nerve-seller Linker Nano-machines?, unos dispositivos super miniaturizados que emulan a las neuronas y que son potentes aparatos de comunicación. El NLN permite superar todas las barreras físicas impuestas por las pantallas, teclados e interfaces táctiles, conectando el sistema nervioso humano directamente a redes externas, permitiendo que las personas puedan navegar sin necesidad de nada más por las redes. Sin embargo, cuando la barrera entre los hombres y las máquinas comienza a desmoronarse, la consciencia de miles de decenas de miles de personas se pierde en la red, causando una crisis a la que se llama ?Grieta Anticipada?. Un muchacho llamado Remu decide intentar recuperar el alma de su hermana pequeña, la cual se ha perdido en la red.",2013,Anime,4.3,66,Finalizado,650,1,"Acción,Ciencia Ficción,Drama,Misterio,Suspenso,",https://www3.animeflv.net/anime/arve-rezzle-kikaijikake-no-yoseitachi,https://www3.animeflv.net/uploads/animes/covers/946.jpg
Little Witch Academia,"Obsesionada por la magia, luego de haber visto un show cuando era pequeña, Akko decide presentar el examen para ingresar a la escuela de magia Luna Nova, una prestigiosa escuela de formación mágica en Europa. Luego de ser admitida, Akko verá caer sus altas expectativas, al encontrarse con tediosas y aburridas clases. La atmósfera conservadora del mundo mágico chocará con el gran entusiasmo de Akko, provocando las continuas miradas frías de sus compañeras, a excepción de sus únicas amigas, sus compañeras de cuarto Lotte y Sucy. Un día, sin embargo, ocurrirá un acontecimiento en donde Akko será quien inesperadamente tenga la llave para resolverlo. Ella, junto a Lotte y Sucy, lucharán frente a la crisis que pone en riesgo a su escuela.",2013,OVA,4.6,248,Finalizado,1735,1,"Aventuras,Comedia,Escolares,Fantasía,Magia,",https://www3.animeflv.net/anime/little-witch-academia,https://www3.animeflv.net/uploads/animes/covers/978.jpg
